account_number,bank_name,date,description,debit,credit,balance
12305639216,PROSPERITY BANK LIMITED,08/01/2024,CASH WITHDRAWAL-Venkatesh Iyer,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,09/01/2024,CASH DEPOSIT-Lakshmi Naidu,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,09/01/2024,IMPS-492183223506-NETPULSE SYSTEMS,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,10/01/2024,CLG-CAPITAL VENTURES INDIA,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,10/01/2024,REVERSAL-CASH DEPOSIT-Lakshmi Naidu,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,10/01/2024,CHQ PAID-Srinivas Menon-MICR,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,10/01/2024,NEFT-350973491124-PERSONAL CARE LTD,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,10/01/2024,CASH DEPOSIT-Kavitha Pillai,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,11/01/2024,CASH DEPOSIT-Ramesh Iyer,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,11/01/2024,CASH WITHDRAWAL-Subramaniam Krishnan,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,12/01/2024,RTGS-ICICR226995483121-CREDIT SERVICES LTD,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,12/01/2024,NEFT-197352657928-TECHVISION SYSTEMS,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,12/01/2024,CHQ PAID-Subramaniam Krishnan-MICR,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,13/01/2024,RTGS-ICICR126438326843-PERSONAL CARE LTD,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,13/01/2024,SERVICE CHARGES-Demat Account AMC,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,13/01/2024,IMPS-520822759757-Ramesh Nair,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,15/01/2024,CHQ PAID-Priya Rao-MICR,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,15/01/2024,SERVICE CHARGES-Cheque Book Charges,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,16/01/2024,SERVICE CHARGES-NEFT/RTGS Charges,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,16/01/2024,IMPS-274686550583-FOOD INDUSTRIES CORP,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,17/01/2024,CHQ PAID-Anitha Iyer-MICR,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,18/01/2024,UPI/DR/356214754695/Srinivas Nair/7913231782@pay,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,18/01/2024,IMPS-141922881666-Ganesh Nair,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,18/01/2024,IMPS-104236131247-Ramesh Iyer,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,18/01/2024,CASH WITHDRAWAL-Ganesh Reddy,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,18/01/2024,IMPS-678011843074-FABRIC INDUSTRIES INDIA,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,19/01/2024,CHQ PAID-Srinivas Pillai-MICR,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,19/01/2024,CLG-EXPRESS LOGISTICS INDIA,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,19/01/2024,UPI/DR/134114680215/Priya Reddy/9160399768@pay,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,20/01/2024,IMPS-617644619492-GATEWAY PROJECTS LTD,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,20/01/2024,NEFT-427416472976-Ramesh Reddy,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,20/01/2024,NEFT-727767036286-URBAN CONSTRUCTIONS,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,20/01/2024,NEFT Dr-929996653927-GST PAYMENT-GSTIN 93B1126,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,22/01/2024,CASH WITHDRAWAL-Karthik Pillai,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,22/01/2024,CHQ PAID-Karthik Iyer-MICR,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,23/01/2024,CASH WITHDRAWAL-Ramesh Krishnan,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,23/01/2024,NEFT-775406063587-Anitha Iyer,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,23/01/2024,NEFT-925265844511-FASHION TEXTILES LTD,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,24/01/2024,RTGS-ICICR669678110235-Priya Reddy,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,25/01/2024,UPI/DR/898461390373/Kavitha Reddy/7332532873@pay,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,25/01/2024,CASH DEPOSIT-Priya Nair,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,25/01/2024,CASH DEPOSIT-Lakshmi Krishnan,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,27/01/2024,NEFT-164836818866-GATEWAY PROJECTS LTD,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,29/01/2024,CASH DEPOSIT-Priya Reddy,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,29/01/2024,CASH WITHDRAWAL-Karthik Rao,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,29/01/2024,UPI/DR/345894134861/Anitha Nair/6957811415@pay,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,30/01/2024,RTGS-ICICR458876970343-Ramesh Rao,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,30/01/2024,UPI/DR/798383814020/Karthik Murthy/8937232154@pay,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,31/01/2024,UPI/DR/439421783411/Priya Rao/6659440708@pay,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,31/01/2024,RTGS-ICICR374568718423-INDUSTRIAL COMPONENTS INDIA,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,01/02/2024,UPI/CR/564380129537/Subramaniam Naidu/9787245477@pay,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,02/02/2024,UPI/CR/811539357767/Karthik Nair/7886220431@pay,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,02/02/2024,CASH WITHDRAWAL-Venkatesh Pillai,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,02/02/2024,CASH DEPOSIT-Venkatesh Krishnan,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,02/02/2024,ATM WDL-45652,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,02/02/2024,NEFT-474970150125-SUPPLY CHAIN CORP,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,03/02/2024,RTGS-ICICR533222209300-Priya Nair,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,03/02/2024,CASH DEPOSIT-Kavitha Rao,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,03/02/2024,NEFT-174296389513-Priya Menon,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,03/02/2024,CASH DEPOSIT-Anitha Menon,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,05/02/2024,NEFT Dr-205180423084-RENT PAYMENT-MONTHLY RENT,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,05/02/2024,NEFT-726324287752-URBAN CONSTRUCTIONS,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,05/02/2024,NEFT-284066587845-Kavitha Iyer,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,05/02/2024,CLG-WEBSTREAM LIMITED,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,06/02/2024,CLG-HEALTHPLUS PHARMA LTD,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,06/02/2024,NEFT-248795951740-CLOUDTECH SERVICES,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,06/02/2024,RTGS-ICICR248359611171-WELLNESS BRANDS INDIA,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,06/02/2024,NEFT-529178802889-Ramesh Nair,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,07/02/2024,CASH WITHDRAWAL-Kavitha Naidu,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,08/02/2024,IMPS-110269914301-Lakshmi Pillai,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,08/02/2024,UPI/DR/157439648728/Ganesh Krishnan/7794524640@pay,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,08/02/2024,IMPS-353014345515-MOTOR INDUSTRIES LTD,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,09/02/2024,RTGS-ICICR212558952460-Priya Pillai,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,10/02/2024,ATM WDL-51540,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,12/02/2024,NEFT-406561596538-Ramesh Menon,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,13/02/2024,CLG-MINDWAVE CONSULTING,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,13/02/2024,UPI/CR/800998276230/Priya Pillai/7284249492@pay,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,15/02/2024,RTGS-ICICR241617900312-DAILY NEEDS LIMITED,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,15/02/2024,IMPS-753219547248-DATABRIDGE INFOTECH,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,16/02/2024,IMPS-378429550927-RETAIL SOLUTIONS INDIA,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,16/02/2024,ATM WDL-78666,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,16/02/2024,NEFT-390571493025-Subramaniam Menon,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,16/02/2024,SERVICE CHARGES-NEFT/RTGS Charges,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,17/02/2024,CHQ PAID-Karthik Reddy-MICR,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,17/02/2024,ATM WDL-80331,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,19/02/2024,NEFT-877929202849-Srinivas Naidu,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,20/02/2024,NEFT Dr-495962566210-GST PAYMENT-GSTIN 37B2214,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,21/02/2024,CASH WITHDRAWAL-Ramesh Reddy,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,21/02/2024,CLG-PRECISION ENGINEERING WORKS,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,22/02/2024,CASH WITHDRAWAL-Ganesh Naidu,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,22/02/2024,NEFT-979264289235-CAPITAL VENTURES INDIA,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,22/02/2024,UPI/CR/155134642978/Anitha Reddy/7918031388@pay,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,23/02/2024,CHQ PAID-Ramesh Reddy-MICR,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,24/02/2024,IMPS-335827828752-Karthik Iyer,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,24/02/2024,NEFT-564492613250-Anitha Pillai,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,26/02/2024,RTGS-ICICR519021784462-THERMAL SYSTEMS LTD,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,26/02/2024,RTGS-ICICR389667709559-RETAIL SOLUTIONS INDIA,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,27/02/2024,CHQ PAID-Subramaniam Nair-MICR,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,27/02/2024,UPI/DR/258944437551/Subramaniam Menon/7346854060@pay,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,27/02/2024,UPI/CR/604132573072/Subramaniam Menon/7502155434@pay,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,28/02/2024,IMPS-186575636898-MOTOR INDUSTRIES LTD,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,28/02/2024,Service Charges-Statement Charges,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,28/02/2024,Service Charges-Account Maintenance,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,01/03/2024,NEFT-964690873715-Ramesh Rao,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,01/03/2024,CASH WITHDRAWAL-Lakshmi Krishnan,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,01/03/2024,IMPS-827425463715-Priya Krishnan,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,02/03/2024,NEFT-321713718194-Ganesh Nair,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,02/03/2024,RTGS-ICICR697989336448-Ganesh Pillai,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,02/03/2024,CLG-URBAN CONSTRUCTIONS,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,02/03/2024,NEFT-301664829861-THERMAL SYSTEMS LTD,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,02/03/2024,NEFT-982069638820-METROPOLITAN BUILDERS,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,04/03/2024,UPI/CR/744867354923/Ramesh Krishnan/9384991619@pay,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,04/03/2024,IMPS-132673594443-Priya Murthy,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,05/03/2024,NEFT Dr-796543519832-RENT PAYMENT-MONTHLY RENT,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,05/03/2024,NEFT-649443669966-Anitha Pillai,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,05/03/2024,IMPS-447729468206-Ramesh Pillai,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,06/03/2024,IMPS-727109197193-Ganesh Naidu,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,06/03/2024,UPI/CR/399581027296/Ramesh Iyer/6587727454@pay,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,06/03/2024,ATM WDL-75576,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,07/03/2024,RTGS-ICICR911004063470-Karthik Reddy,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,09/03/2024,IMPS-249013058073-CONSTRUCTION SOLUTIONS LTD,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,09/03/2024,CLG-FASHION TEXTILES LTD,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,11/03/2024,NEFT-945715421935-Karthik Menon,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,13/03/2024,CLG-EXPRESS LOGISTICS INDIA,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,13/03/2024,UPI/DR/224764587445/Lakshmi Naidu/7284142603@pay,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,14/03/2024,CHQ PAID-Kavitha Rao-MICR,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,14/03/2024,NEFT-826084694177-PRECISION ENGINEERING WORKS,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,14/03/2024,IMPS-741368123757-EXPRESS LOGISTICS INDIA,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,15/03/2024,NEFT-350870108048-Venkatesh Murthy,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,16/03/2024,REVERSAL-CLG-EXPRESS LOGISTICS INDIA,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,16/03/2024,RTGS-ICICR334630731247-Karthik Iyer,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,18/03/2024,IMPS-951341030372-Venkatesh Murthy,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,19/03/2024,NEFT-706980821340-Ramesh Murthy,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,20/03/2024,NEFT Dr-912627667153-GST PAYMENT-GSTIN 69A2505,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,20/03/2024,CLG-PRECISION ENGINEERING WORKS,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,21/03/2024,ATM WDL-20463,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,21/03/2024,UPI/CR/328337385247/Venkatesh Nair/9792162537@pay,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,22/03/2024,UPI/CR/572590534968/Subramaniam Krishnan/8054332233@pay,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,22/03/2024,RTGS-ICICR785519809482-WELLNESS BRANDS INDIA,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,22/03/2024,NEFT-987394423550-Kavitha Naidu,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,22/03/2024,UPI/CR/567938117280/Srinivas Nair/7650096681@pay,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,23/03/2024,CASH DEPOSIT-Srinivas Rao,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,26/03/2024,RTGS-ICICR500963897238-FABRIC INDUSTRIES INDIA,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,27/03/2024,UPI/CR/491842407170/Priya Menon/6803883327@pay,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,27/03/2024,NEFT-671521220296-COTTON MILLS CORP,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,28/03/2024,RTGS-ICICR461489125548-GATEWAY PROJECTS LTD,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,28/03/2024,UPI/CR/425392678876/Kavitha Reddy/8224451738@pay,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,28/03/2024,UPI/DR/202962961391/Lakshmi Iyer/6479789005@pay,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,28/03/2024,IMPS-177786943401-Lakshmi Iyer,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,28/03/2024,Service Charges-Cheque Book Charges,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,28/03/2024,Service Charges-NEFT/RTGS Charges,0.0,0.0,0.0
12305639216,PROSPERITY BANK LIMITED,30/03/2024,NEFT-671799530845-PERSONAL CARE LTD,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,01/01/2024,UPI/CR/493431944369/Anitha Reddy/6170030298@pay,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,02/01/2024,Dividend Cr-FABRIC INDUSTRIES INDIA-EQUITY SHARES,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,02/01/2024,IMPS-697725968587-GATEWAY PROJECTS LTD,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,03/01/2024,ATM WDL-56379,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,03/01/2024,UPI/CR/472451144164/Ganesh Pillai/6444428747@pay,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,04/01/2024,NEFT-185522917360-Kavitha Menon,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,04/01/2024,IMPS-449033370854-CONSTRUCTION SOLUTIONS LTD,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,04/01/2024,UPI/DR/587318468944/Srinivas Rao/8329544560@pay,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,04/01/2024,CASH DEPOSIT-Ramesh Menon,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,04/01/2024,IMPS-683159634033-SUPPLY CHAIN CORP,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,05/01/2024,UPI/CR/643614388960/Srinivas Naidu/7185104637@pay,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,06/01/2024,NEFT-539822885338-INFOCORE TECHNOLOGIES,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,06/01/2024,RTGS-ICICR118729297985-THERMAL SYSTEMS LTD,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,06/01/2024,IMPS-758253762922-Venkatesh Naidu,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,08/01/2024,NEFT-510903885865-DATABRIDGE INFOTECH,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,08/01/2024,IMPS-152177234220-Srinivas Murthy,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,09/01/2024,NEFT-232608109628-RETAIL SOLUTIONS INDIA,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,09/01/2024,CASH WITHDRAWAL-Venkatesh Nair,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,09/01/2024,CLG-PREMIUM PROPERTIES LTD,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,09/01/2024,IMPS-862918631220-Priya Iyer,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,10/01/2024,CHQ PAID-Lakshmi Menon-MICR,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,10/01/2024,Dividend Cr-EXPRESS LOGISTICS INDIA-EQUITY SHARES,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,11/01/2024,NEFT-622422979115-Subramaniam Nair,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,11/01/2024,CASH DEPOSIT-Ramesh Reddy,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,11/01/2024,FAILED-INSUFFICIENT FUNDS-RTGS-ICICR181143605934-Ramesh Reddy,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,12/01/2024,ATM WDL-59936,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,12/01/2024,NEFT-793739816995-FABRIC INDUSTRIES INDIA,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,12/01/2024,IMPS-403511468971-CREDIT SERVICES LTD,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,13/01/2024,NEFT-590064659987-SOFTWAVE TECHNOLOGIES,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,13/01/2024,UPI/DR/559026214466/Subramaniam Pillai/7021470433@pay,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,15/01/2024,NEFT-444837004525-GST PAYMENT-GSTIN,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,15/01/2024,UPI/CR/914154268485/Srinivas Pillai/6832628735@pay,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,16/01/2024,RTGS-ICICR927062210058-Karthik Murthy,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,16/01/2024,NEFT-105480760787-HOUSING DEVELOPERS CORP,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,16/01/2024,Dividend Cr-SUPPLY CHAIN CORP-EQUITY SHARES,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,16/01/2024,CASH WITHDRAWAL-Anitha Murthy,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,17/01/2024,RTGS-ICICR718396101842-MEDCARE LABORATORIES,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,17/01/2024,ATM WDL-43292,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,18/01/2024,IMPS-776743917794-Anitha Iyer,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,18/01/2024,CHQ PAID-Srinivas Rao-MICR,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,18/01/2024,NEFT-662476654175-Kavitha Naidu,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,20/01/2024,RTGS-ICICR574850962688-NETFORGE TECHNOLOGIES,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,20/01/2024,CLG-EXPRESS LOGISTICS INDIA,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,20/01/2024,CLG-SOFTWAVE TECHNOLOGIES,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,22/01/2024,NEFT-599802355266-Lakshmi Reddy,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,23/01/2024,REVERSAL-CLG-EXPRESS LOGISTICS INDIA,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,27/01/2024,IMPS-959870366653-Ganesh Reddy,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,27/01/2024,IMPS-224664565696-CREDIT SERVICES LTD,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,29/01/2024,NEFT-291137020601-Ramesh Nair,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,29/01/2024,CLG-CYBERCRAFT SYSTEMS,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,29/01/2024,IMPS-372249096723-URBAN ESTATES INDIA,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,29/01/2024,UPI/DR/942245895225/Ganesh Iyer/7517627973@pay,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,29/01/2024,IMPS-121892735550-Lakshmi Murthy,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,30/01/2024,CLG-EXPRESS LOGISTICS INDIA,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,30/01/2024,NEFT-722740608699-CREDIT SERVICES LTD,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,30/01/2024,CHQ PAID-Karthik Iyer-MICR,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,31/01/2024,UPI/DR/988455889776/Subramaniam Pillai/8549138222@pay,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,31/01/2024,CHQ PAID-Srinivas Nair-MICR,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,01/02/2024,CHQ PAID-Ramesh Krishnan-MICR,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,01/02/2024,CASH WITHDRAWAL-Venkatesh Rao,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,01/02/2024,ATM WDL-52945,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,02/02/2024,IMPS-598730804956-Srinivas Pillai,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,03/02/2024,NEFT-581402792849-MEDCARE LABORATORIES,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,03/02/2024,CASH WITHDRAWAL-Subramaniam Rao,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,03/02/2024,NEFT-482976183176-MEDCARE LABORATORIES,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,05/02/2024,NEFT-462795247076-Ganesh Menon,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,05/02/2024,NEFT-467435758024-Subramaniam Pillai,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,05/02/2024,UPI/CR/419740652309/Ramesh Naidu/9867189605@pay,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,06/02/2024,IMPS-221093308284-CYBERCRAFT SYSTEMS,0.0,0.0,0.0
78567198875,INDUSBANK LIMITED,06/02/2024,CASH WITHDRAWAL-Ganesh Reddy,0.0,0.0,0.0
