account_number,bank_name,date,amount,type,narration,payment_mode,category
80462665678,PARAMOUNT BANKING CORPORATION,27/01/2024,6747.92,DEBIT,CASH WITHDRAWAL-Srinivas Iyer,NETBANKING,GENERAL_DEBIT
80462665678,PARAMOUNT BANKING CORPORATION,27/01/2024,13614.06,CREDIT,UPI/CR/265162621277/Ramesh Reddy/8886420576@pay,UPI,GENERAL_CREDIT
80462665678,PARAMOUNT BANKING CORPORATION,27/01/2024,61598.75,DEBIT,NEFT-115951658456-GST PAYMENT-GSTIN,NEFT,GENERAL_DEBIT
80462665678,PARAMOUNT BANKING CORPORATION,29/01/2024,10015.24,DEBIT,UPI/DR/449657914167/Priya Krishnan/9754401822@pay,UPI,GENERAL_DEBIT
80462665678,PARAMOUNT BANKING CORPORATION,29/01/2024,30525.98,DEBIT,NEFT-985033191517-Subramaniam Nair,NEFT,GENERAL_DEBIT
80462665678,PARAMOUNT BANKING CORPORATION,30/01/2024,48925.96,CREDIT,IMPS-968371145492-DAILY NEEDS LIMITED,IMPS,GENERAL_CREDIT
80462665678,PARAMOUNT BANKING CORPORATION,30/01/2024,196988.6,DEBIT,RTGS-ICICR651558526819-Kavitha Nair,NETBANKING,GENERAL_DEBIT
80462665678,PARAMOUNT BANKING CORPORATION,30/01/2024,279951.1,CREDIT,NEFT-257327764044-LOAN DISBURSEMENT-DAILY NEEDS LIMITED,NEFT,GENERAL_CREDIT
80462665678,PARAMOUNT BANKING CORPORATION,01/02/2024,8088.32,DEBIT,ATM WDL-52851,POS,GENERAL_DEBIT
80462665678,PARAMOUNT BANKING CORPORATION,02/02/2024,39492.44,CREDIT,CASH DEPOSIT-Kavitha Menon,POS,GENERAL_CREDIT
80462665678,PARAMOUNT BANKING CORPORATION,05/02/2024,14865.58,CREDIT,CASH DEPOSIT-Ganesh Murthy,POS,GENERAL_CREDIT
80462665678,PARAMOUNT BANKING CORPORATION,05/02/2024,44239.41,DEBIT,NEFT-738940554180-Subramaniam Murthy,NEFT,GENERAL_DEBIT
80462665678,PARAMOUNT BANKING CORPORATION,06/02/2024,6193.12,DEBIT,IMPS-895182944678-Kavitha Reddy,IMPS,GENERAL_DEBIT
80462665678,PARAMOUNT BANKING CORPORATION,07/02/2024,167621.59,DEBIT,CHQ PAID-Venkatesh Nair-MICR,CHQ,GENERAL_DEBIT
80462665678,PARAMOUNT BANKING CORPORATION,07/02/2024,24354.63,CREDIT,CLG-INVESTMENT SERVICES INDIA,CHQ,SALARY
80462665678,PARAMOUNT BANKING CORPORATION,08/02/2024,48027.84,DEBIT,CHQ PAID-Venkatesh Menon-MICR,CHQ,GENERAL_DEBIT
80462665678,PARAMOUNT BANKING CORPORATION,08/02/2024,54439.74,DEBIT,CHQ PAID-Venkatesh Murthy-MICR,CHQ,GENERAL_DEBIT
80462665678,PARAMOUNT BANKING CORPORATION,10/02/2024,2431.9,CREDIT,CASH DEPOSIT-Priya Murthy,POS,GENERAL_CREDIT
80462665678,PARAMOUNT BANKING CORPORATION,10/02/2024,14582.74,DEBIT,IMPS-698941028610-Subramaniam Krishnan,IMPS,GENERAL_DEBIT
80462665678,PARAMOUNT BANKING CORPORATION,10/02/2024,9399.08,DEBIT,IMPS-405282009886-Kavitha Reddy,IMPS,GENERAL_DEBIT
80462665678,PARAMOUNT BANKING CORPORATION,10/02/2024,14519.39,CREDIT,CASH DEPOSIT-Kavitha Naidu,POS,GENERAL_CREDIT
80462665678,PARAMOUNT BANKING CORPORATION,12/02/2024,25965.76,CREDIT,IMPS-951633508287-CREDIT SERVICES LTD,IMPS,SALARY
80462665678,PARAMOUNT BANKING CORPORATION,12/02/2024,40296.15,CREDIT,CLG-MOTOR INDUSTRIES LTD,CHQ,SALARY
80462665678,PARAMOUNT BANKING CORPORATION,13/02/2024,55226.53,CREDIT,CLG-CLOUDTECH SERVICES,CHQ,SALARY
80462665678,PARAMOUNT BANKING CORPORATION,13/02/2024,28262.23,CREDIT,IMPS-449964961468-HOUSING DEVELOPERS CORP,IMPS,SALARY
80462665678,PARAMOUNT BANKING CORPORATION,13/02/2024,67708.54,CREDIT,NEFT-546183881899-HIGHWAY DEVELOPERS INDIA,NEFT,GENERAL_CREDIT
80462665678,PARAMOUNT BANKING CORPORATION,14/02/2024,40296.15,DEBIT,REVERSAL-CLG-MOTOR INDUSTRIES LTD,CHQ,GENERAL_DEBIT
80462665678,PARAMOUNT BANKING CORPORATION,15/02/2024,56491.59,DEBIT,IMPS-984202595062-Subramaniam Murthy,IMPS,GENERAL_DEBIT
80462665678,PARAMOUNT BANKING CORPORATION,16/02/2024,21080.57,CREDIT,IMPS-406814730383-COTTON MILLS CORP,IMPS,SALARY
80462665678,PARAMOUNT BANKING CORPORATION,16/02/2024,8553.35,CREDIT,IMPS-204312994727-EXPRESS LOGISTICS INDIA,IMPS,GENERAL_CREDIT
80462665678,PARAMOUNT BANKING CORPORATION,16/02/2024,79593.84,CREDIT,CLG-FINANCE SOLUTIONS INDIA,CHQ,GENERAL_CREDIT
80462665678,PARAMOUNT BANKING CORPORATION,16/02/2024,208403.94,DEBIT,RTGS-ICICR862807939075-Venkatesh Krishnan,NETBANKING,GENERAL_DEBIT
80462665678,PARAMOUNT BANKING CORPORATION,17/02/2024,95332.95,CREDIT,NEFT-168351251245-MEDCARE LABORATORIES,NEFT,GENERAL_CREDIT
80462665678,PARAMOUNT BANKING CORPORATION,17/02/2024,121607.16,CREDIT,NEFT-604642310405-LIFELINE PHARMACEUTICAL,NEFT,GENERAL_CREDIT
80462665678,PARAMOUNT BANKING CORPORATION,19/02/2024,730589.33,CREDIT,RTGS-ICICR351554514759-PERSONAL CARE LTD,NETBANKING,SALARY
80462665678,PARAMOUNT BANKING CORPORATION,19/02/2024,8553.35,DEBIT,REVERSAL-IMPS-204312994727-EXPRESS LOGISTICS INDIA,IMPS,GENERAL_DEBIT
80462665678,PARAMOUNT BANKING CORPORATION,19/02/2024,213211.95,CREDIT,CLG-APEX HEAVY INDUSTRIES,CHQ,GENERAL_CREDIT
80462665678,PARAMOUNT BANKING CORPORATION,19/02/2024,145705.07,DEBIT,IMPS-500829513798-Ramesh Menon,IMPS,GENERAL_DEBIT
80462665678,PARAMOUNT BANKING CORPORATION,20/02/2024,102501.75,DEBIT,NEFT-545366220430-Subramaniam Iyer,NEFT,GENERAL_DEBIT
80462665678,PARAMOUNT BANKING CORPORATION,20/02/2024,3795.27,DEBIT,ATM WDL-43543,POS,GENERAL_DEBIT
80462665678,PARAMOUNT BANKING CORPORATION,20/02/2024,88124.47,CREDIT,CLG-HIGHWAY DEVELOPERS INDIA,CHQ,GENERAL_CREDIT
80462665678,PARAMOUNT BANKING CORPORATION,22/02/2024,419438.63,DEBIT,CHQ PAID-Ramesh Nair-MICR,CHQ,GENERAL_DEBIT
80462665678,PARAMOUNT BANKING CORPORATION,23/02/2024,570584.0,DEBIT,RTGS-ICICR237160382943-Ganesh Iyer,NETBANKING,GENERAL_DEBIT
80462665678,PARAMOUNT BANKING CORPORATION,26/02/2024,66357.43,DEBIT,NEFT-306622111612-Ramesh Krishnan,NEFT,GENERAL_DEBIT
80462665678,PARAMOUNT BANKING CORPORATION,26/02/2024,9788.02,DEBIT,NEFT-763971317570-Lakshmi Naidu,NEFT,GENERAL_DEBIT
80462665678,PARAMOUNT BANKING CORPORATION,26/02/2024,1329.17,CREDIT,UPI/CR/525669612840/Kavitha Menon/7163755248@pay,UPI,GENERAL_CREDIT
80462665678,PARAMOUNT BANKING CORPORATION,27/02/2024,19477.2,CREDIT,CLG-WELLNESS BRANDS INDIA,CHQ,GENERAL_CREDIT
80462665678,PARAMOUNT BANKING CORPORATION,28/02/2024,386.13,DEBIT,Service Charges-Foreign Currency Markup,NETBANKING,GENERAL_DEBIT
80462665678,PARAMOUNT BANKING CORPORATION,29/02/2024,93444.19,CREDIT,NEFT-606717664915-MEDCARE LABORATORIES,NEFT,GENERAL_CREDIT
80462665678,PARAMOUNT BANKING CORPORATION,29/02/2024,4086.76,DEBIT,UPI/DR/478330823611/Subramaniam Naidu/9990884440@pay,UPI,GENERAL_DEBIT
80462665678,PARAMOUNT BANKING CORPORATION,01/03/2024,108232.02,DEBIT,NEFT-852776500063-Karthik Reddy,NEFT,GENERAL_DEBIT
80462665678,PARAMOUNT BANKING CORPORATION,02/03/2024,8948.65,CREDIT,CASH DEPOSIT-Kavitha Nair,POS,GENERAL_CREDIT
80462665678,PARAMOUNT BANKING CORPORATION,04/03/2024,64619.48,DEBIT,NEFT-143530521505-Srinivas Reddy,NEFT,GENERAL_DEBIT
80462665678,PARAMOUNT BANKING CORPORATION,04/03/2024,9838.88,DEBIT,NEFT-228468382457-Srinivas Rao,NEFT,GENERAL_DEBIT
80462665678,PARAMOUNT BANKING CORPORATION,04/03/2024,11587.99,CREDIT,IMPS-931030578573-PREMIUM PROPERTIES LTD,IMPS,SALARY
80462665678,PARAMOUNT BANKING CORPORATION,04/03/2024,824.55,CREDIT,UPI/CR/447277821411/Venkatesh Menon/9299185819@pay,UPI,GENERAL_CREDIT
80462665678,PARAMOUNT BANKING CORPORATION,04/03/2024,23492.92,CREDIT,IMPS-785077632244-NETFORGE TECHNOLOGIES,IMPS,GENERAL_CREDIT
80462665678,PARAMOUNT BANKING CORPORATION,05/03/2024,16066.15,CREDIT,NEFT-272415559219-CODEBASE SOLUTIONS,NEFT,GENERAL_CREDIT
80462665678,PARAMOUNT BANKING CORPORATION,05/03/2024,11001.79,CREDIT,NEFT-982239077718-NETFORGE TECHNOLOGIES,NEFT,GENERAL_CREDIT
80462665678,PARAMOUNT BANKING CORPORATION,05/03/2024,202598.87,CREDIT,RTGS-ICICR816475334424-FABRIC INDUSTRIES INDIA,NETBANKING,GENERAL_CREDIT
80462665678,PARAMOUNT BANKING CORPORATION,07/03/2024,25691.43,CREDIT,CLG-CODEBASE SOLUTIONS,CHQ,GENERAL_CREDIT
80462665678,PARAMOUNT BANKING CORPORATION,07/03/2024,2223.95,CREDIT,Dividend Cr-HEALTHPLUS PHARMA LTD-EQUITY SHARES,NETBANKING,SALARY
80462665678,PARAMOUNT BANKING CORPORATION,09/03/2024,76404.23,CREDIT,IMPS-116090387390-FOOD INDUSTRIES CORP,IMPS,SALARY
80462665678,PARAMOUNT BANKING CORPORATION,09/03/2024,118833.96,CREDIT,NEFT-457002843704-COTTON MILLS CORP,NEFT,SALARY
80462665678,PARAMOUNT BANKING CORPORATION,09/03/2024,8724.61,DEBIT,CASH WITHDRAWAL-Lakshmi Menon,NETBANKING,GENERAL_DEBIT
80462665678,PARAMOUNT BANKING CORPORATION,13/03/2024,139155.61,CREDIT,NEFT-777365794025-INDUSTRIAL COMPONENTS INDIA,NEFT,GENERAL_CREDIT
80462665678,PARAMOUNT BANKING CORPORATION,14/03/2024,12157.01,CREDIT,IMPS-381947107264-EXPRESS LOGISTICS INDIA,IMPS,GENERAL_CREDIT
80462665678,PARAMOUNT BANKING CORPORATION,14/03/2024,214173.97,CREDIT,CLG-FASHION TEXTILES LTD,CHQ,SALARY
80462665678,PARAMOUNT BANKING CORPORATION,14/03/2024,175019.03,CREDIT,IMPS-410513866420-HIGHWAY DEVELOPERS INDIA,IMPS,GENERAL_CREDIT
80462665678,PARAMOUNT BANKING CORPORATION,14/03/2024,1287464.03,CREDIT,NEFT-691271520167-LOAN DISBURSEMENT-MINDWAVE CONSULTING,NEFT,SALARY
80462665678,PARAMOUNT BANKING CORPORATION,15/03/2024,87199.67,DEBIT,IMPS-877157588850-Priya Menon,IMPS,GENERAL_DEBIT
80462665678,PARAMOUNT BANKING CORPORATION,16/03/2024,204091.44,DEBIT,CHQ PAID-Srinivas Rao-MICR,CHQ,GENERAL_DEBIT
80462665678,PARAMOUNT BANKING CORPORATION,16/03/2024,638147.5,CREDIT,NEFT-171520954445-CREDIT SERVICES LTD,NEFT,SALARY
80462665678,PARAMOUNT BANKING CORPORATION,16/03/2024,99784.3,CREDIT,UPI/CR/889704774511/Subramaniam Murthy/8919767883@pay,UPI,GENERAL_CREDIT
80462665678,PARAMOUNT BANKING CORPORATION,16/03/2024,472228.39,CREDIT,NEFT-838039078968-HIGHWAY DEVELOPERS INDIA,NEFT,GENERAL_CREDIT
80462665678,PARAMOUNT BANKING CORPORATION,16/03/2024,874980.28,DEBIT,CHQ PAID-Anitha Krishnan-MICR,CHQ,GENERAL_DEBIT
80462665678,PARAMOUNT BANKING CORPORATION,16/03/2024,321.82,DEBIT,SERVICE CHARGES-Online Banking Charges,NETBANKING,GENERAL_DEBIT
80462665678,PARAMOUNT BANKING CORPORATION,19/03/2024,332535.12,CREDIT,CLG-CAPITAL VENTURES INDIA,CHQ,GENERAL_CREDIT
80462665678,PARAMOUNT BANKING CORPORATION,19/03/2024,965874.98,DEBIT,CHQ PAID-Ramesh Reddy-MICR,CHQ,GENERAL_DEBIT
80462665678,PARAMOUNT BANKING CORPORATION,20/03/2024,7267.48,DEBIT,ATM WDL-33237,POS,GENERAL_DEBIT
80462665678,PARAMOUNT BANKING CORPORATION,21/03/2024,239840.01,CREDIT,NEFT-529221403283-NETFORGE TECHNOLOGIES,NEFT,GENERAL_CREDIT
80462665678,PARAMOUNT BANKING CORPORATION,22/03/2024,1019529.63,CREDIT,RTGS-ICICR760683711543-INDUSTRIAL COMPONENTS INDIA,NETBANKING,GENERAL_CREDIT
80462665678,PARAMOUNT BANKING CORPORATION,23/03/2024,134675.97,CREDIT,UPI/CR/307965958249/Subramaniam Iyer/7659701524@pay,UPI,GENERAL_CREDIT
80462665678,PARAMOUNT BANKING CORPORATION,23/03/2024,45664.71,DEBIT,CASH WITHDRAWAL-Karthik Pillai,NETBANKING,GENERAL_DEBIT
80462665678,PARAMOUNT BANKING CORPORATION,23/03/2024,485516.18,DEBIT,NEFT-265626003358-GST PAYMENT-GSTIN,NEFT,GENERAL_DEBIT
80462665678,PARAMOUNT BANKING CORPORATION,26/03/2024,518730.69,DEBIT,NEFT-724949873595-GST PAYMENT-GSTIN,NEFT,GENERAL_DEBIT
80462665678,PARAMOUNT BANKING CORPORATION,27/03/2024,2381418.91,CREDIT,RTGS-ICICR973098671218-METROPOLITAN BUILDERS,NETBANKING,GENERAL_CREDIT
80462665678,PARAMOUNT BANKING CORPORATION,27/03/2024,1034359.35,DEBIT,NEFT-696249720427-Kavitha Iyer,NEFT,GENERAL_DEBIT
80462665678,PARAMOUNT BANKING CORPORATION,27/03/2024,816432.97,DEBIT,NEFT-653561050386-Srinivas Pillai,NEFT,GENERAL_DEBIT
80462665678,PARAMOUNT BANKING CORPORATION,28/03/2024,683513.62,DEBIT,CHQ PAID-Anitha Krishnan-MICR,CHQ,GENERAL_DEBIT
80462665678,PARAMOUNT BANKING CORPORATION,28/03/2024,257487.49,DEBIT,IMPS-184687082114-Lakshmi Iyer,IMPS,GENERAL_DEBIT
80462665678,PARAMOUNT BANKING CORPORATION,28/03/2024,244645.78,DEBIT,IMPS-615907612689-Kavitha Pillai,IMPS,GENERAL_DEBIT
80462665678,PARAMOUNT BANKING CORPORATION,28/03/2024,688974.42,DEBIT,CHQ PAID-Ramesh Rao-MICR,CHQ,GENERAL_DEBIT
80462665678,PARAMOUNT BANKING CORPORATION,28/03/2024,18451.6,CREDIT,UPI/CR/107118513591/Priya Murthy/6699184450@pay,UPI,GENERAL_CREDIT
80462665678,PARAMOUNT BANKING CORPORATION,28/03/2024,136120.93,DEBIT,CHQ PAID-Anitha Pillai-MICR,CHQ,GENERAL_DEBIT
80462665678,PARAMOUNT BANKING CORPORATION,28/03/2024,615788.11,CREDIT,RTGS-ICICR902605868261-AUTOMOTIVE PARTS CORP,NETBANKING,SALARY
80462665678,PARAMOUNT BANKING CORPORATION,28/03/2024,127.26,DEBIT,Service Charges-Statement Charges,NETBANKING,GENERAL_DEBIT
89773485859,PROGRESSIVE NATIONAL BANK,01/01/2024,249736.25,CREDIT,CLG-PRECISION ENGINEERING WORKS,CHQ,GENERAL_CREDIT
89773485859,PROGRESSIVE NATIONAL BANK,01/01/2024,61569.51,CREDIT,IMPS-873756920122-PREMIUM PROPERTIES LTD,IMPS,SALARY
89773485859,PROGRESSIVE NATIONAL BANK,01/01/2024,935671.7,DEBIT,RTGS-ICICR316071887719-Paresh Trivedi,NETBANKING,GENERAL_DEBIT
89773485859,PROGRESSIVE NATIONAL BANK,01/01/2024,255686.17,DEBIT,NEFT-554242581750-GST PAYMENT-GSTIN,NEFT,GENERAL_DEBIT
89773485859,PROGRESSIVE NATIONAL BANK,02/01/2024,42816.72,DEBIT,CASH WITHDRAWAL-Bhavesh Trivedi,NETBANKING,GENERAL_DEBIT
89773485859,PROGRESSIVE NATIONAL BANK,02/01/2024,99857.62,DEBIT,NEFT-576599234808-Nilesh Desai,NEFT,GENERAL_DEBIT
89773485859,PROGRESSIVE NATIONAL BANK,02/01/2024,10217.28,DEBIT,ATM WDL-77094,POS,GENERAL_DEBIT
89773485859,PROGRESSIVE NATIONAL BANK,03/01/2024,580819.31,CREDIT,NEFT-711182063308-PERSONAL CARE LTD,NEFT,SALARY
89773485859,PROGRESSIVE NATIONAL BANK,03/01/2024,15652.49,DEBIT,ATM WDL-66140,POS,GENERAL_DEBIT
89773485859,PROGRESSIVE NATIONAL BANK,03/01/2024,345143.83,CREDIT,IMPS-164492408338-GATEWAY PROJECTS LTD,IMPS,SALARY
89773485859,PROGRESSIVE NATIONAL BANK,04/01/2024,234035.39,CREDIT,CLG-APEX HEAVY INDUSTRIES,CHQ,GENERAL_CREDIT
89773485859,PROGRESSIVE NATIONAL BANK,05/01/2024,36864.1,CREDIT,UPI/CR/206103944002/Nilesh Vora/8962255533@pay,UPI,GENERAL_CREDIT
89773485859,PROGRESSIVE NATIONAL BANK,05/01/2024,426366.4,CREDIT,CLG-CARGO SOLUTIONS LTD,CHQ,SALARY
89773485859,PROGRESSIVE NATIONAL BANK,06/01/2024,69953.83,CREDIT,UPI/CR/965121589320/Bhavesh Patel/9938048078@pay,UPI,GENERAL_CREDIT
89773485859,PROGRESSIVE NATIONAL BANK,06/01/2024,573659.8,CREDIT,CLG-CONSTRUCTION SOLUTIONS LTD,CHQ,SALARY
89773485859,PROGRESSIVE NATIONAL BANK,08/01/2024,8989.5,DEBIT,ATM WDL-61030,POS,GENERAL_DEBIT
89773485859,PROGRESSIVE NATIONAL BANK,08/01/2024,190210.69,CREDIT,CASH DEPOSIT-Nilesh Desai,POS,GENERAL_CREDIT
89773485859,PROGRESSIVE NATIONAL BANK,09/01/2024,1453164.98,DEBIT,CHQ PAID-Ketan Amin-MICR,CHQ,GENERAL_DEBIT
89773485859,PROGRESSIVE NATIONAL BANK,09/01/2024,68283.77,CREDIT,IMPS-601658618875-CREDIT SERVICES LTD,IMPS,SALARY
89773485859,PROGRESSIVE NATIONAL BANK,09/01/2024,1654485.46,CREDIT,RTGS-ICICR310285200075-INDUSTRIAL COMPONENTS INDIA,NETBANKING,GENERAL_CREDIT
89773485859,PROGRESSIVE NATIONAL BANK,11/01/2024,199760.56,CREDIT,IMPS-642530635767-CAPITAL VENTURES INDIA,IMPS,GENERAL_CREDIT
89773485859,PROGRESSIVE NATIONAL BANK,12/01/2024,358353.6,CREDIT,IMPS-685650289211-CAPITAL VENTURES INDIA,IMPS,GENERAL_CREDIT
89773485859,PROGRESSIVE NATIONAL BANK,12/01/2024,254564.03,CREDIT,IMPS-191476035659-REALTY VENTURES LTD,IMPS,SALARY
89773485859,PROGRESSIVE NATIONAL BANK,13/01/2024,1512406.17,CREDIT,NEFT-398889490923-HEALTHCARE PRODUCTS LTD,NEFT,SALARY
89773485859,PROGRESSIVE NATIONAL BANK,15/01/2024,344737.6,CREDIT,IMPS-808398203299-CAPITAL VENTURES INDIA,IMPS,GENERAL_CREDIT
89773485859,PROGRESSIVE NATIONAL BANK,16/01/2024,3252013.84,CREDIT,RTGS-ICICR681457535932-SUPPLY CHAIN CORP,NETBANKING,SALARY
89773485859,PROGRESSIVE NATIONAL BANK,16/01/2024,430062.12,DEBIT,CASH WITHDRAWAL-Hitesh Patel,NETBANKING,GENERAL_DEBIT
89773485859,PROGRESSIVE NATIONAL BANK,17/01/2024,1591307.22,DEBIT,NEFT-204179094678-Jayesh Patel,NEFT,GENERAL_DEBIT
89773485859,PROGRESSIVE NATIONAL BANK,17/01/2024,3330495.35,DEBIT,CHQ PAID-Hitesh Parekh-MICR,CHQ,GENERAL_DEBIT
89773485859,PROGRESSIVE NATIONAL BANK,18/01/2024,3220494.0,CREDIT,RTGS-ICICR753259069260-CLOUDTECH SERVICES,NETBANKING,SALARY
89773485859,PROGRESSIVE NATIONAL BANK,19/01/2024,332487.18,CREDIT,CASH DEPOSIT-Nisha Parekh,POS,GENERAL_CREDIT
89773485859,PROGRESSIVE NATIONAL BANK,19/01/2024,5898986.46,CREDIT,RTGS-ICICR897419884691-PRECISION ENGINEERING WORKS,NETBANKING,GENERAL_CREDIT
89773485859,PROGRESSIVE NATIONAL BANK,19/01/2024,458.61,DEBIT,SERVICE CHARGES-Online Banking Charges,NETBANKING,GENERAL_DEBIT
89773485859,PROGRESSIVE NATIONAL BANK,19/01/2024,421701.45,DEBIT,CASH WITHDRAWAL-Jayesh Parekh,NETBANKING,GENERAL_DEBIT
89773485859,PROGRESSIVE NATIONAL BANK,20/01/2024,1086732.11,DEBIT,IMPS-488768303816-Bhavesh Patel,IMPS,GENERAL_DEBIT
89773485859,PROGRESSIVE NATIONAL BANK,20/01/2024,2993141.61,CREDIT,CLG-WELLNESS BRANDS INDIA,CHQ,GENERAL_CREDIT
89773485859,PROGRESSIVE NATIONAL BANK,23/01/2024,7305565.23,CREDIT,NEFT-380395624578-INFOCORE TECHNOLOGIES,NEFT,GENERAL_CREDIT
89773485859,PROGRESSIVE NATIONAL BANK,23/01/2024,35176995.43,CREDIT,RTGS-ICICR719528821603-TECHVISION SYSTEMS,NETBANKING,GENERAL_CREDIT
89773485859,PROGRESSIVE NATIONAL BANK,23/01/2024,7773237.1,DEBIT,CHQ PAID-Nisha Modi-MICR,CHQ,GENERAL_DEBIT
89773485859,PROGRESSIVE NATIONAL BANK,24/01/2024,12034319.06,CREDIT,NEFT-853549693565-COTTON MILLS CORP,NEFT,SALARY
89773485859,PROGRESSIVE NATIONAL BANK,25/01/2024,11592500.46,CREDIT,NEFT-478817573565-INVESTMENT SERVICES INDIA,NEFT,SALARY
89773485859,PROGRESSIVE NATIONAL BANK,27/01/2024,43448478.48,DEBIT,RTGS-ICICR467892508866-Ketan Shah,NETBANKING,GENERAL_DEBIT
89773485859,PROGRESSIVE NATIONAL BANK,27/01/2024,801113.55,DEBIT,IMPS-468622290304-Mehul Modi,IMPS,GENERAL_DEBIT
89773485859,PROGRESSIVE NATIONAL BANK,27/01/2024,12034319.06,DEBIT,REVERSAL-NEFT-853549693565-COTTON MILLS CORP,NEFT,GENERAL_DEBIT
89773485859,PROGRESSIVE NATIONAL BANK,27/01/2024,49868.0,DEBIT,UPI/DR/696324172196/Paresh Parekh/9504688090@pay,UPI,GENERAL_DEBIT
89773485859,PROGRESSIVE NATIONAL BANK,29/01/2024,3603788.05,DEBIT,NEFT-506402009697-Nilesh Vora,NEFT,GENERAL_DEBIT
89773485859,PROGRESSIVE NATIONAL BANK,29/01/2024,1749933.49,DEBIT,NEFT-864582918643-Bhavesh Desai,NEFT,GENERAL_DEBIT
89773485859,PROGRESSIVE NATIONAL BANK,30/01/2024,1089504.65,DEBIT,CASH WITHDRAWAL-Bhavesh Modi,NETBANKING,GENERAL_DEBIT
89773485859,PROGRESSIVE NATIONAL BANK,31/01/2024,12211.74,DEBIT,ATM WDL-29689,POS,GENERAL_DEBIT
89773485859,PROGRESSIVE NATIONAL BANK,01/02/2024,1552411.49,DEBIT,NEFT-703428562811-Mehul Vora,NEFT,GENERAL_DEBIT
89773485859,PROGRESSIVE NATIONAL BANK,01/02/2024,8355068.0,DEBIT,CHQ PAID-Bhavesh Amin-MICR,CHQ,GENERAL_DEBIT
89773485859,PROGRESSIVE NATIONAL BANK,01/02/2024,5651967.93,CREDIT,NEFT-304928173634-HEALTHPLUS PHARMA LTD,NEFT,SALARY
89773485859,PROGRESSIVE NATIONAL BANK,01/02/2024,1811386.96,CREDIT,IMPS-640547841101-METROPOLITAN BUILDERS,IMPS,GENERAL_CREDIT
89773485859,PROGRESSIVE NATIONAL BANK,01/02/2024,4706677.44,DEBIT,CHQ PAID-Nilesh Vora-MICR,CHQ,GENERAL_DEBIT
89773485859,PROGRESSIVE NATIONAL BANK,02/02/2024,2636360.26,CREDIT,CLG-WEBSTREAM LIMITED,CHQ,GENERAL_CREDIT
89773485859,PROGRESSIVE NATIONAL BANK,02/02/2024,5851918.48,DEBIT,NEFT-125955717095-Nilesh Desai,NEFT,GENERAL_DEBIT
89773485859,PROGRESSIVE NATIONAL BANK,02/02/2024,5176181.0,DEBIT,CHQ PAID-Nilesh Shah-MICR,CHQ,GENERAL_DEBIT
89773485859,PROGRESSIVE NATIONAL BANK,03/02/2024,445112.42,DEBIT,NEFT-153042094779-GST PAYMENT-GSTIN,NEFT,GENERAL_DEBIT
89773485859,PROGRESSIVE NATIONAL BANK,03/02/2024,374470.42,DEBIT,IMPS-828681677730-Mehul Patel,IMPS,GENERAL_DEBIT
89773485859,PROGRESSIVE NATIONAL BANK,03/02/2024,0.0,DEBIT,FAILED-INSUFFICIENT FUNDS-ATM WDL-51689,POS,GENERAL_DEBIT
89773485859,PROGRESSIVE NATIONAL BANK,05/02/2024,607221.6,CREDIT,IMPS-508964827101-HEALTHPLUS PHARMA LTD,IMPS,SALARY
89773485859,PROGRESSIVE NATIONAL BANK,06/02/2024,113101.58,CREDIT,IMPS-340015307836-PERSONAL CARE LTD,IMPS,SALARY
89773485859,PROGRESSIVE NATIONAL BANK,06/02/2024,181660.08,DEBIT,UPI/DR/891135808516/Bhavesh Amin/7780458957@pay,UPI,GENERAL_DEBIT
89773485859,PROGRESSIVE NATIONAL BANK,06/02/2024,121208.78,DEBIT,UPI/DR/734637611475/Mehul Trivedi/8843397385@pay,UPI,GENERAL_DEBIT
89773485859,PROGRESSIVE NATIONAL BANK,06/02/2024,1512498.9,DEBIT,NEFT-234371422238-Jayesh Modi,NEFT,GENERAL_DEBIT
89773485859,PROGRESSIVE NATIONAL BANK,06/02/2024,4621986.58,CREDIT,NEFT-959266522717-LOAN DISBURSEMENT-CONSUMER PRODUCTS INDIA,NEFT,GENERAL_CREDIT
89773485859,PROGRESSIVE NATIONAL BANK,07/02/2024,256.11,DEBIT,SERVICE CHARGES-SMS Alert Charges,NETBANKING,GENERAL_DEBIT
89773485859,PROGRESSIVE NATIONAL BANK,08/02/2024,432071.79,DEBIT,CASH WITHDRAWAL-Mehul Desai,NETBANKING,GENERAL_DEBIT
89773485859,PROGRESSIVE NATIONAL BANK,09/02/2024,254027.61,DEBIT,UPI/DR/886587307789/Jayesh Vora/8236744053@pay,UPI,GENERAL_DEBIT
89773485859,PROGRESSIVE NATIONAL BANK,09/02/2024,339494.29,DEBIT,CASH WITHDRAWAL-Mehul Vora,NETBANKING,GENERAL_DEBIT
89773485859,PROGRESSIVE NATIONAL BANK,10/02/2024,2502052.74,DEBIT,NEFT-666616324454-Paresh Modi,NEFT,GENERAL_DEBIT
89773485859,PROGRESSIVE NATIONAL BANK,12/02/2024,2363768.08,CREDIT,NEFT-325879770219-INFOCORE TECHNOLOGIES,NEFT,GENERAL_CREDIT
89773485859,PROGRESSIVE NATIONAL BANK,12/02/2024,6378002.29,DEBIT,RTGS-ICICR121797621061-Nilesh Amin,NETBANKING,GENERAL_DEBIT
89773485859,PROGRESSIVE NATIONAL BANK,13/02/2024,12687.16,CREDIT,UPI/CR/717490291554/Nilesh Parekh/8941018148@pay,UPI,GENERAL_CREDIT
